iter	Passed	Remaining
1680	9905	1879
1681	9910	1873
1682	9915	1867
1683	9922	1861
1684	9928	1856
1685	9933	1850
1686	9939	1844
1687	9945	1838
1688	9950	1832
1689	9958	1826
1690	9965	1821
1691	9973	1815
1692	9979	1809
1693	9984	1803
1694	9991	1797
1695	9996	1791
1696	10001	1785
1697	10008	1779
1698	10013	1773
1699	10019	1768
1700	10024	1762
1701	10030	1756
1702	10036	1750
1703	10041	1744
1704	10047	1738
1705	10054	1732
1706	10060	1726
1707	10065	1720
1708	10072	1715
1709	10078	1709
1710	10084	1703
1711	10090	1697
1712	10095	1691
1713	10101	1685
1714	10108	1679
1715	10113	1673
1716	10120	1668
1717	10125	1662
1718	10130	1656
1719	10137	1650
1720	10143	1644
1721	10150	1638
1722	10156	1632
1723	10162	1626
1724	10168	1620
1725	10173	1615
1726	10178	1609
1727	10185	1603
1728	10191	1597
1729	10196	1591
1730	10203	1585
1731	10208	1579
1732	10213	1573
1733	10220	1567
1734	10226	1562
1735	10232	1556
1736	10238	1550
1737	10243	1544
1738	10250	1538
1739	10257	1532
1740	10263	1526
1741	10270	1521
1742	10275	1515
1743	10282	1509
1744	10288	1503
1745	10293	1497
1746	10299	1491
1747	10305	1485
1748	10311	1479
1749	10317	1473
1750	10324	1468
1751	10329	1462
1752	10336	1456
1753	10342	1450
1754	10348	1444
1755	10354	1438
1756	10360	1432
1757	10366	1427
1758	10371	1421
1759	10376	1415
1760	10384	1409
1761	10389	1403
1762	10395	1397
1763	10401	1391
1764	10407	1385
1765	10414	1379
1766	10420	1374
1767	10427	1368
1768	10433	1362
1769	10438	1356
1770	10443	1350
1771	10450	1344
1772	10456	1338
1773	10463	1333
1774	10469	1327
1775	10474	1321
1776	10480	1315
1777	10486	1309
1778	10492	1303
1779	10500	1297
1780	10506	1291
1781	10513	1286
1782	10519	1280
1783	10525	1274
1784	10532	1268
1785	10537	1262
1786	10543	1256
1787	10549	1250
1788	10555	1244
1789	10561	1239
1790	10568	1233
1791	10576	1227
1792	10582	1221
1793	10588	1215
1794	10595	1210
1795	10600	1204
1796	10605	1198
1797	10611	1192
1798	10618	1186
1799	10627	1180
1800	10633	1174
1801	10638	1168
1802	10644	1163
1803	10651	1157
1804	10657	1151
1805	10664	1145
1806	10669	1139
1807	10676	1133
1808	10682	1127
1809	10686	1121
1810	10694	1116
1811	10700	1110
1812	10705	1104
1813	10711	1098
1814	10718	1092
1815	10723	1086
1816	10729	1080
1817	10735	1074
1818	10741	1068
1819	10748	1063
1820	10756	1057
1821	10762	1051
1822	10767	1045
1823	10773	1039
1824	10779	1033
1825	10784	1027
1826	10791	1021
1827	10796	1015
1828	10802	1009
1829	10808	1004
1830	10814	998
1831	10819	992
1832	10826	986
1833	10833	980
1834	10839	974
1835	10845	968
1836	10852	962
1837	10859	957
1838	10865	951
1839	10871	945
1840	10877	939
1841	10882	933
1842	10888	927
1843	10894	921
1844	10899	915
1845	10905	909
1846	10912	903
1847	10916	897
1848	10924	892
1849	10929	886
1850	10935	880
1851	10943	874
1852	10949	868
1853	10956	862
1854	10962	856
1855	10967	850
1856	10974	845
1857	10979	839
1858	10985	833
1859	10992	827
1860	10997	821
1861	11005	815
1862	11011	809
1863	11016	803
1864	11022	797
1865	11027	791
1866	11033	785
1867	11039	780
1868	11045	774
1869	11052	768
1870	11057	762
1871	11062	756
1872	11069	750
1873	11074	744
1874	11080	738
1875	11088	732
1876	11094	726
1877	11100	721
1878	11106	715
1879	11111	709
1880	11119	703
1881	11125	697
1882	11130	691
1883	11137	685
1884	11143	679
1885	11150	673
1886	11155	668
1887	11161	662
1888	11168	656
1889	11173	650
1890	11179	644
1891	11186	638
1892	11192	632
1893	11199	626
1894	11204	620
1895	11209	614
1896	11215	608
1897	11221	603
1898	11227	597
1899	11234	591
1900	11239	585
1901	11245	579
1902	11252	573
1903	11257	567
1904	11262	561
1905	11269	555
1906	11275	549
1907	11281	543
1908	11287	538
1909	11292	532
1910	11299	526
1911	11305	520
1912	11310	514
1913	11317	508
1914	11323	502
1915	11328	496
1916	11334	490
1917	11340	484
1918	11346	478
1919	11352	473
1920	11358	467
1921	11365	461
1922	11370	455
1923	11375	449
1924	11382	443
1925	11389	437
1926	11395	431
1927	11402	425
1928	11407	419
1929	11413	413
1930	11419	408
1931	11424	402
1932	11431	396
1933	11437	390
1934	11443	384
1935	11450	378
1936	11455	372
1937	11462	366
1938	11467	360
1939	11472	354
1940	11479	348
1941	11485	343
1942	11491	337
1943	11498	331
1944	11504	325
1945	11511	319
1946	11516	313
1947	11522	307
1948	11528	301
1949	11533	295
1950	11538	289
1951	11544	283
1952	11550	277
1953	11556	272
1954	11563	266
1955	11568	260
1956	11573	254
1957	11581	248
1958	11586	242
1959	11592	236
1960	11598	230
1961	11603	224
1962	11610	218
1963	11616	212
1964	11622	207
1965	11629	201
1966	11635	195
1967	11641	189
1968	11647	183
1969	11652	177
1970	11660	171
1971	11666	165
1972	11672	159
1973	11678	153
1974	11684	147
1975	11689	141
1976	11695	136
1977	11701	130
1978	11707	124
1979	11713	118
1980	11718	112
1981	11724	106
1982	11730	100
1983	11736	94
1984	11743	88
1985	11749	82
1986	11756	76
1987	11762	70
1988	11767	65
1989	11774	59
1990	11780	53
1991	11785	47
1992	11792	41
1993	11798	35
1994	11804	29
1995	11810	23
1996	11816	17
1997	11823	11
1998	11828	5
1999	11835	0
