iter	RMSE
301	11.44027784
302	11.43739418
303	11.43668938
304	11.43452412
305	11.43181995
306	11.42696484
307	11.42353018
308	11.42260564
309	11.42071504
310	11.41801558
311	11.41612433
312	11.41330353
313	11.4120712
314	11.40969154
315	11.4087456
316	11.40829441
317	11.40721656
318	11.40492431
319	11.40421262
320	11.40104636
321	11.40056302
322	11.39823564
323	11.39594447
324	11.39432415
325	11.39199528
326	11.389827
327	11.3886371
328	11.38651456
329	11.38445601
330	11.38134516
331	11.37874238
332	11.37690397
333	11.37441488
334	11.3739133
335	11.3712737
336	11.36768947
337	11.36513353
338	11.36119421
339	11.35965335
340	11.357507
341	11.35675836
342	11.35363755
343	11.35276907
344	11.35023274
345	11.34747817
346	11.34568766
347	11.34288153
348	11.341067
349	11.33916629
350	11.33760971
351	11.335086
352	11.33415007
353	11.3335502
354	11.33301974
355	11.32955112
356	11.32823199
357	11.32774332
358	11.32737304
359	11.32586655
360	11.32384677
361	11.32209789
362	11.31997871
363	11.3186895
364	11.31721361
365	11.3144613
366	11.31291934
367	11.31159113
368	11.31016126
369	11.308156
370	11.30753415
371	11.30692951
372	11.30534603
373	11.30399044
374	11.30266133
375	11.3008643
376	11.29802439
377	11.29717663
378	11.29454708
379	11.29252157
380	11.29189998
381	11.2912907
382	11.28912117
383	11.28619273
384	11.28582158
385	11.28328295
386	11.28022333
387	11.27928669
388	11.27805992
389	11.27644401
390	11.27446282
391	11.27327507
392	11.27275382
393	11.27219805
394	11.26982198
395	11.26869735
396	11.26821556
397	11.26781798
398	11.26566825
399	11.26471608
400	11.26342051
401	11.26313615
402	11.26175543
403	11.25989964
404	11.25891122
405	11.25835672
406	11.25683349
407	11.25538688
408	11.25298309
409	11.25164941
410	11.24942938
411	11.24897315
412	11.24821557
413	11.24684327
414	11.24462261
415	11.24243984
416	11.24045627
417	11.23915571
418	11.23737907
419	11.23700281
420	11.23506979
421	11.23338002
422	11.2321164
423	11.23109054
424	11.2299138
425	11.22840162
426	11.2268444
427	11.22504047
428	11.22338251
429	11.22190115
430	11.22085996
431	11.22031113
432	11.21912073
433	11.21840097
434	11.21691307
435	11.21583315
436	11.21471817
437	11.21445859
438	11.2125656
439	11.21160253
440	11.21040441
441	11.21002992
442	11.2088926
443	11.20861843
444	11.20697587
445	11.20566321
446	11.20355934
447	11.20317825
448	11.20178997
449	11.20064807
450	11.19911244
451	11.19793488
452	11.19686919
453	11.19537667
454	11.19363129
455	11.19185638
456	11.19058434
457	11.18858511
458	11.18740315
459	11.1867484
460	11.186441
461	11.18502203
462	11.18464258
463	11.18364592
464	11.18323144
465	11.1814172
466	11.18020316
467	11.1789687
468	11.17794664
469	11.17656368
470	11.17505022
471	11.17428033
472	11.17291659
473	11.17123561
474	11.16981514
475	11.1685993
476	11.16651093
477	11.16603172
478	11.16411028
479	11.16353385
480	11.16315857
481	11.16286474
482	11.16183871
483	11.16105042
484	11.16068114
485	11.15999557
486	11.15837089
487	11.15705541
488	11.15554658
489	11.1538614
490	11.15336067
491	11.15237877
492	11.15164143
493	11.15109159
494	11.15026561
495	11.14956926
496	11.14887981
497	11.14787899
498	11.14667836
499	11.14571156
500	11.14413467
501	11.14327017
502	11.14231058
503	11.14196193
504	11.14040273
505	11.13989464
506	11.13902546
507	11.13774541
508	11.1374225
509	11.13669237
510	11.13621946
511	11.13508546
512	11.13426831
513	11.13404382
514	11.13348213
515	11.1332159
516	11.13240368
517	11.13113666
518	11.13040408
519	11.12967086
520	11.12794878
521	11.12715334
522	11.12677301
523	11.12596297
524	11.12465718
525	11.12407748
526	11.1230036
527	11.12190923
528	11.12055347
529	11.12020576
530	11.11951205
531	11.11873937
532	11.11819281
533	11.11726238
534	11.11618154
535	11.11484135
536	11.11359507
537	11.11282786
538	11.11231464
539	11.11103826
540	11.11004032
541	11.10952648
542	11.1088759
543	11.10812439
544	11.1065001
545	11.10591028
546	11.10527324
547	11.10407184
548	11.10356346
549	11.10326734
550	11.10278139
551	11.10190188
552	11.10120135
553	11.10083964
554	11.09968178
555	11.09949791
556	11.0991171
557	11.098423
558	11.09801949
559	11.09767749
560	11.09728771
561	11.09690975
562	11.09597108
563	11.09508424
564	11.09357505
565	11.09313083
566	11.09256243
567	11.09131942
568	11.09036528
569	11.08977752
570	11.08960628
571	11.08902374
572	11.08783254
573	11.08710994
574	11.08654363
575	11.08588356
576	11.0856723
577	11.08453721
578	11.08360214
579	11.08262707
580	11.0817735
581	11.08061263
582	11.0800471
583	11.0787323
584	11.0783851
585	11.07750914
586	11.07671962
587	11.07629326
588	11.07581414
589	11.0745142
590	11.07343719
591	11.07257925
592	11.0719599
593	11.07088671
594	11.07042457
595	11.07016853
596	11.06921507
597	11.06852693
598	11.06814249
599	11.06730336
600	11.06706634
601	11.06674984
602	11.06649303
603	11.06555711
604	11.06461307
605	11.06444594
606	11.06387838
607	11.06319068
608	11.06243466
609	11.06175782
610	11.06085607
611	11.05960873
612	11.05878133
613	11.05805175
614	11.05703369
615	11.05590479
616	11.05527575
617	11.05491663
618	11.05409166
619	11.05307526
620	11.05261349
621	11.05197048
622	11.05172585
623	11.05050318
624	11.0499161
625	11.049378
626	11.04888673
627	11.04785663
628	11.04720519
629	11.04680099
630	11.04634423
631	11.04555732
632	11.045419
633	11.04481314
634	11.04431353
635	11.04372443
636	11.04316718
637	11.0429763
638	11.04202273
639	11.04155805
640	11.04083851
641	11.04047882
642	11.0396354
643	11.03907411
644	11.03820757
645	11.03790613
646	11.03771688
647	11.03690552
648	11.03610414
649	11.03588736
650	11.03550507
651	11.03482006
652	11.03412176
653	11.03377817
654	11.03351773
655	11.03298281
656	11.03275492
657	11.03214855
658	11.03167576
659	11.03148658
660	11.03078634
661	11.03013352
662	11.02993311
663	11.02950929
664	11.02932272
665	11.02885697
666	11.02794098
667	11.02736037
668	11.02695062
669	11.026379
670	11.02591042
671	11.02502762
672	11.0247791
673	11.02465948
674	11.02421196
675	11.02323929
676	11.02297616
677	11.02224569
678	11.02184448
679	11.0215079
680	11.02080582
681	11.02043402
682	11.01981272
683	11.01951373
684	11.01876951
685	11.01846258
686	11.01831163
687	11.01799289
688	11.01731342
689	11.01682433
690	11.01665817
691	11.0161957
692	11.01587039
693	11.01571925
694	11.01514875
695	11.01487429
696	11.01444714
697	11.01395087
698	11.01331227
699	11.01283745
700	11.01257958
701	11.01210564
702	11.01151672
703	11.01132991
704	11.01118444
705	11.0110118
706	11.01084991
707	11.0101591
708	11.00994527
709	11.00932067
710	11.00899302
711	11.0083712
712	11.00768835
713	11.00733602
714	11.0066241
715	11.00557451
716	11.00508243
717	11.00453312
718	11.00380784
719	11.00295749
720	11.00273307
721	11.00244257
722	11.00188283
723	11.00145246
724	11.00102598
725	11.00077429
726	11.00038144
727	10.99973086
728	10.99936774
729	10.99902446
730	10.99845431
731	10.99786834
732	10.99745274
733	10.99683936
734	10.99639885
735	10.99583448
736	10.9954444
737	10.99515388
738	10.99494721
739	10.99448684
740	10.99424497
741	10.99382107
742	10.99358062
743	10.99344413
744	10.99330244
745	10.99316542
746	10.99256784
747	10.9921134
748	10.99169521
749	10.99129152
750	10.9905899
751	10.98991885
752	10.98945366
753	10.98883984
754	10.98861705
755	10.98845469
756	10.98794018
757	10.98723952
758	10.98654517
759	10.98606136
760	10.98579977
761	10.98554783
762	10.98498193
763	10.98420734
764	10.98379152
765	10.98329871
766	10.98271029
767	10.98218975
768	10.98172086
769	10.98155484
770	10.98088563
771	10.98048931
772	10.98012408
773	10.97994129
774	10.97966833
775	10.97932168
776	10.97877548
777	10.97845009
778	10.97828409
779	10.97794824
780	10.97726966
781	10.976828
782	10.97637923
783	10.97572636
784	10.97527565
785	10.97483883
786	10.97455103
787	10.97381275
788	10.9736559
789	10.97320035
790	10.97292681
791	10.97220182
792	10.97191561
793	10.97148334
794	10.97089313
795	10.97069652
796	10.97028939
797	10.96995212
798	10.96939579
799	10.96895081
800	10.96874925
801	10.96837672
802	10.96796995
803	10.96767504
804	10.96721703
805	10.96681313
806	10.96654067
807	10.96618936
808	10.96601245
809	10.96568927
810	10.9652831
811	10.96504816
812	10.96464688
813	10.96446939
814	10.96427354
815	10.96405643
816	10.96355868
817	10.96309807
818	10.96281643
819	10.9623826
820	10.96228052
821	10.96156582
822	10.96139865
823	10.96074087
824	10.96033617
825	10.95996997
826	10.95939192
827	10.95897337
828	10.95876279
829	10.95849292
830	10.95806416
831	10.95760937
832	10.95727024
833	10.95708378
834	10.95677657
835	10.95652664
836	10.95640356
837	10.95592961
838	10.95576078
839	10.95558038
840	10.95510428
841	10.95477664
842	10.95431291
843	10.95396733
844	10.95358432
845	10.95335303
846	10.952982
847	10.95259003
848	10.95243753
849	10.95191494
850	10.95173242
851	10.95145845
852	10.95095918
853	10.95061774
854	10.95039942
855	10.95005521
856	10.94980011
857	10.94947624
858	10.94904157
859	10.94878604
860	10.94810704
861	10.94787043
862	10.947573
863	10.94719368
864	10.94698008
865	10.94637248
866	10.94620092
867	10.94599519
868	10.94582045
869	10.94547125
870	10.94523065
871	10.94490141
872	10.94461853
873	10.94449986
874	10.94435521
875	10.94401498
876	10.9439086
877	10.94358675
878	10.94317644
879	10.94261323
880	10.94220478
881	10.9418513
882	10.94172049
883	10.94146806
884	10.94116725
885	10.94105325
886	10.94095216
887	10.94056052
888	10.94024424
889	10.94003642
890	10.93942119
891	10.93912855
892	10.93901957
893	10.93837838
894	10.93797432
895	10.93785995
896	10.93745774
897	10.93728775
898	10.93696282
899	10.93641757
900	10.93619877
901	10.93583009
902	10.93548318
903	10.9351922
904	10.93494786
905	10.93478287
906	10.93446641
907	10.93411198
908	10.93372093
909	10.9334223
910	10.93318849
911	10.93303477
912	10.93256445
913	10.93223115
914	10.93186137
915	10.93179669
916	10.93170873
917	10.93132612
918	10.93095872
919	10.93072785
920	10.93050383
921	10.92982458
922	10.92967422
923	10.92931903
924	10.92907799
925	10.92875031
926	10.92861668
927	10.92817233
928	10.92794352
929	10.92772063
930	10.92757958
931	10.92746265
932	10.92731317
933	10.92680275
934	10.92650793
935	10.92636296
936	10.92609514
937	10.9257821
938	10.92550351
939	10.92540096
940	10.92499805
941	10.92481612
942	10.92452532
943	10.92442438
944	10.9243138
945	10.92408776
946	10.92383557
947	10.92372075
948	10.92357475
949	10.92324905
950	10.92293978
951	10.92262115
952	10.92226933
953	10.92193707
954	10.92167253
955	10.92154209
956	10.92111573
957	10.9207884
958	10.92054606
959	10.92035686
960	10.92024546
961	10.9198517
962	10.91955096
963	10.91945957
964	10.91923764
965	10.91913372
966	10.91901029
967	10.91886033
968	10.91860925
969	10.91834668
970	10.91809616
971	10.91785522
972	10.91757794
973	10.91732288
974	10.91701706
975	10.91671327
976	10.91646681
977	10.91634658
978	10.91608102
979	10.91590768
980	10.91531893
981	10.91522263
982	10.91479624
983	10.91459807
984	10.91430359
985	10.91412069
986	10.91388469
987	10.91368326
988	10.9134675
989	10.9131328
990	10.91289515
991	10.91255933
992	10.91238137
993	10.91211221
994	10.91189238
995	10.91168585
996	10.91130694
997	10.91115233
998	10.91107148
999	10.91064083
1000	10.91024313
1001	10.91012278
1002	10.90995979
1003	10.90966405
1004	10.90931913
1005	10.909052
1006	10.90896468
1007	10.90858244
1008	10.90834172
1009	10.9078966
1010	10.90780139
1011	10.9075822
1012	10.9074438
1013	10.90712771
1014	10.90693031
1015	10.90656824
1016	10.90650106
1017	10.9062201
1018	10.90611918
1019	10.90590086
1020	10.9055731
1021	10.9052843
1022	10.90505852
1023	10.90479646
1024	10.90463132
1025	10.9042218
1026	10.90403402
1027	10.90368823
1028	10.90343667
1029	10.90317727
1030	10.90306569
1031	10.90290085
1032	10.90276738
1033	10.90251095
1034	10.90236192
1035	10.90193553
1036	10.90172302
1037	10.90154732
1038	10.90134392
1039	10.90122917
1040	10.90087566
1041	10.90072928
1042	10.90055852
1043	10.90009843
1044	10.89989371
1045	10.89966138
1046	10.89951892
1047	10.89938944
1048	10.89907017
1049	10.89894737
1050	10.8987442
1051	10.89849605
1052	10.89825225
1053	10.89802454
1054	10.89793027
1055	10.89765071
1056	10.89742478
1057	10.89731904
1058	10.89698314
1059	10.89667644
1060	10.89631143
1061	10.896123
1062	10.89583059
1063	10.89553666
1064	10.89543582
1065	10.89534911
1066	10.89524205
1067	10.89491644
1068	10.89466331
1069	10.89441775
1070	10.89417823
1071	10.89404
1072	10.89391451
1073	10.89373208
1074	10.89348396
1075	10.89329483
1076	10.89315454
1077	10.89291585
1078	10.89265383
1079	10.89235587
1080	10.89222977
1081	10.89195835
1082	10.89165834
1083	10.89146704
1084	10.89125289
1085	10.89097993
1086	10.89070779
1087	10.89051989
1088	10.89028209
1089	10.89001492
1090	10.88981082
1091	10.88969874
1092	10.88937463
1093	10.88926717
1094	10.88897348
1095	10.88888999
1096	10.8887651
1097	10.88844889
1098	10.88823721
1099	10.88799201
1100	10.887595
1101	10.88737658
1102	10.88702977
1103	10.88691389
1104	10.88670344
1105	10.88658202
1106	10.88642438
1107	10.88617107
1108	10.88600248
1109	10.88588395
1110	10.88578967
1111	10.8856432
1112	10.8854821
1113	10.88529247
1114	10.88471888
1115	10.88447882
1116	10.88406723
1117	10.88392269
1118	10.88377024
1119	10.88360027
1120	10.88322656
1121	10.88309428
1122	10.88277648
1123	10.88267664
1124	10.88244305
1125	10.88223483
1126	10.88204331
1127	10.88182401
1128	10.88175331
1129	10.88146635
1130	10.88137231
1131	10.88123501
1132	10.88115096
1133	10.88093486
1134	10.88063438
1135	10.8805374
1136	10.8804701
1137	10.88030511
1138	10.88023565
1139	10.87991025
1140	10.87966988
1141	10.8796102
1142	10.87950031
1143	10.8792949
1144	10.87919361
1145	10.87894224
1146	10.87887595
1147	10.87878781
1148	10.87864404
1149	10.87850897
1150	10.87834464
1151	10.87808358
1152	10.87793393
1153	10.87760939
1154	10.877503
1155	10.8773865
1156	10.87727373
1157	10.87698075
1158	10.87679695
1159	10.87660473
1160	10.87643055
1161	10.87621385
1162	10.87603192
1163	10.87584423
1164	10.87559218
1165	10.87541239
1166	10.87526622
1167	10.87507348
1168	10.87483121
1169	10.87449764
1170	10.87426664
1171	10.87416838
1172	10.87409464
1173	10.87391254
1174	10.87373663
1175	10.87353275
1176	10.87335681
1177	10.87314931
1178	10.87294718
1179	10.87273793
1180	10.87243088
1181	10.87234752
1182	10.87226224
1183	10.87203971
1184	10.87183177
1185	10.87158007
1186	10.8714635
1187	10.87132099
1188	10.87107478
1189	10.87088844
1190	10.87074745
1191	10.87037937
1192	10.87019625
1193	10.86999217
1194	10.86985201
1195	10.86973338
1196	10.86951575
1197	10.86936669
1198	10.8692643
1199	10.8690908
1200	10.86894958
1201	10.86865004
1202	10.86857731
1203	10.86849823
1204	10.86813597
1205	10.86801794
1206	10.86784296
1207	10.86766843
1208	10.8674948
1209	10.86727279
1210	10.8670713
1211	10.86696218
1212	10.86671517
1213	10.86647206
1214	10.86628505
1215	10.86614024
1216	10.86602609
1217	10.86595415
1218	10.8657226
1219	10.86549535
1220	10.86532989
1221	10.86514465
1222	10.86505263
1223	10.86488147
1224	10.86472466
1225	10.86459548
1226	10.8644287
1227	10.86430532
1228	10.86405538
1229	10.86390005
1230	10.86371367
1231	10.86347324
1232	10.86335276
1233	10.86324013
1234	10.86286216
1235	10.8625389
1236	10.86234775
1237	10.86217266
1238	10.86210226
1239	10.86193849
1240	10.86180807
1241	10.86160596
1242	10.8615214
1243	10.86125414
1244	10.86118845
1245	10.86099623
1246	10.86091905
1247	10.86088553
1248	10.86080539
1249	10.86072062
1250	10.86063148
1251	10.86046952
1252	10.86033854
1253	10.8600929
1254	10.85994199
1255	10.85972098
1256	10.85955012
1257	10.85948127
1258	10.85940153
1259	10.85927284
1260	10.85915367
1261	10.8589766
1262	10.85871059
1263	10.85865338
1264	10.85844832
1265	10.85822736
1266	10.85797714
1267	10.85787169
1268	10.85774552
1269	10.85748968
1270	10.85726852
1271	10.85711326
1272	10.8569099
1273	10.85673193
1274	10.85662003
1275	10.85655006
1276	10.85637271
1277	10.85626459
1278	10.85617653
1279	10.85601165
1280	10.85584771
1281	10.85577198
1282	10.85570442
1283	10.85550805
1284	10.85522739
1285	10.8550099
1286	10.85488344
1287	10.85464841
1288	10.8545685
1289	10.85451644
1290	10.85440576
1291	10.85428304
1292	10.85414967
1293	10.85404711
1294	10.85393712
1295	10.85377251
1296	10.85364477
1297	10.85348527
1298	10.85340341
1299	10.85321083
1300	10.85297403
1301	10.85283627
1302	10.85277875
1303	10.85268543
1304	10.85241306
1305	10.85221603
1306	10.85202983
1307	10.85190215
1308	10.85176639
1309	10.85169651
1310	10.85159105
1311	10.85145328
1312	10.85125715
1313	10.85114729
1314	10.85096052
1315	10.85085724
1316	10.850714
1317	10.85058381
1318	10.85040485
1319	10.85012017
1320	10.84998631
1321	10.84981674
1322	10.84963859
1323	10.84953907
1324	10.84925879
1325	10.84905177
1326	10.84896434
1327	10.84888872
1328	10.84863148
1329	10.84846267
1330	10.84827821
1331	10.84808969
1332	10.8480535
1333	10.8479531
1334	10.8477723
1335	10.84761154
1336	10.84748447
1337	10.8474005
1338	10.84720337
1339	10.84712296
1340	10.84698484
1341	10.84685719
1342	10.84673302
1343	10.84663979
1344	10.84650238
1345	10.84633868
1346	10.84622492
1347	10.84599091
1348	10.84585937
1349	10.84575517
1350	10.84567283
1351	10.8455308
1352	10.84525866
1353	10.84520468
1354	10.84504041
1355	10.8449441
1356	10.84487726
1357	10.84480553
1358	10.8447152
1359	10.84456299
1360	10.84438464
1361	10.8442483
1362	10.844036
1363	10.84398207
1364	10.84376124
1365	10.84356383
1366	10.84345907
1367	10.84335743
1368	10.84323979
1369	10.84310489
1370	10.84294598
1371	10.84273207
1372	10.84242259
1373	10.84232647
1374	10.84209853
1375	10.84196562
1376	10.84182574
1377	10.84175122
1378	10.8415713
1379	10.84147904
1380	10.84127214
1381	10.84116778
1382	10.84110082
1383	10.84103369
1384	10.84086618
1385	10.84081732
1386	10.84070222
1387	10.84062553
1388	10.84043667
1389	10.84038035
1390	10.84031167
1391	10.84025763
1392	10.84014575
1393	10.83998061
1394	10.83985753
1395	10.83980064
1396	10.83966579
1397	10.8394549
1398	10.83925169
1399	10.83912064
1400	10.83906587
1401	10.83886429
1402	10.83873506
1403	10.83865878
1404	10.8384754
1405	10.83829646
1406	10.83808626
1407	10.83791903
1408	10.83784652
1409	10.83767625
1410	10.837475
1411	10.83737692
1412	10.83729226
1413	10.83720876
1414	10.83707652
1415	10.83674479
1416	10.83668808
1417	10.83659983
1418	10.8364181
1419	10.83613959
1420	10.83604237
1421	10.83591828
1422	10.83564436
1423	10.83547942
1424	10.83536603
1425	10.83528864
1426	10.83515039
1427	10.83499204
1428	10.83491837
1429	10.83479269
1430	10.83473831
1431	10.8344868
1432	10.83431949
1433	10.8342614
1434	10.83420581
1435	10.83412318
1436	10.83398668
1437	10.83384953
1438	10.83376317
1439	10.83360239
1440	10.83342956
1441	10.83319829
1442	10.83311951
1443	10.83294306
1444	10.83283466
1445	10.83269111
1446	10.832586
1447	10.83229469
1448	10.83220364
1449	10.83212966
1450	10.83198209
1451	10.83187488
1452	10.83173147
1453	10.83161891
1454	10.83145929
1455	10.83127501
1456	10.83112458
1457	10.83095465
1458	10.83086841
1459	10.83070008
1460	10.83050529
1461	10.8303625
1462	10.83027401
1463	10.83000934
1464	10.82992359
1465	10.82975721
1466	10.82970036
1467	10.82962456
1468	10.82934124
1469	10.82925087
1470	10.82908405
1471	10.82894019
1472	10.82874165
1473	10.82861285
1474	10.82829394
1475	10.82813412
1476	10.82789898
1477	10.82782701
1478	10.82762268
1479	10.82757777
1480	10.82732884
1481	10.8272926
1482	10.82719929
1483	10.82707465
1484	10.82697971
1485	10.82693081
1486	10.82680861
1487	10.82666742
1488	10.82662702
1489	10.82644645
1490	10.82628274
1491	10.82583749
1492	10.82562568
1493	10.82547474
1494	10.82533107
1495	10.82515991
1496	10.82503686
1497	10.82497758
1498	10.8246633
1499	10.82460961
1500	10.82434756
1501	10.82428176
1502	10.82420146
1503	10.82405584
1504	10.82393042
1505	10.82380946
1506	10.82360474
1507	10.82346297
1508	10.82333508
1509	10.82324222
1510	10.82315335
1511	10.82302414
1512	10.82296684
1513	10.82287534
1514	10.82271992
1515	10.82261817
1516	10.82249162
1517	10.82243223
1518	10.82232512
1519	10.8222512
1520	10.82210724
1521	10.82199414
1522	10.8218767
1523	10.82175038
1524	10.82165727
1525	10.821602
1526	10.82150539
1527	10.82129222
1528	10.82115128
1529	10.82089782
1530	10.82078566
1531	10.82072852
1532	10.82065989
1533	10.82052697
1534	10.82043884
1535	10.82015085
1536	10.82010251
1537	10.81996868
1538	10.81982786
1539	10.81976609
1540	10.81968015
1541	10.81957482
1542	10.81943835
1543	10.819193
1544	10.81900797
1545	10.81881584
1546	10.81862532
1547	10.81845719
1548	10.8182942
1549	10.81816469
1550	10.81808328
1551	10.8180024
1552	10.81786871
1553	10.8178148
1554	10.81765841
1555	10.81750906
1556	10.81731452
1557	10.8171835
1558	10.81702588
1559	10.81687081
1560	10.81670666
1561	10.8166525
1562	10.81654591
1563	10.81646334
1564	10.81631347
1565	10.8161609
1566	10.81586716
1567	10.81578403
1568	10.81564552
1569	10.81554045
1570	10.81517892
1571	10.81508468
1572	10.81490675
1573	10.8148247
1574	10.81473237
1575	10.81465201
1576	10.81455425
1577	10.8143807
1578	10.81427087
1579	10.81411114
1580	10.81405531
1581	10.81392967
1582	10.81378252
1583	10.81367792
1584	10.81364553
1585	10.81344739
1586	10.81319462
1587	10.81307897
1588	10.81299732
1589	10.81291597
1590	10.81278828
1591	10.8127185
1592	10.81257236
1593	10.81228926
1594	10.81221747
1595	10.81199778
1596	10.81185629
1597	10.81179102
1598	10.8117374
1599	10.81168298
1600	10.81155206
1601	10.8113805
1602	10.81132772
1603	10.81126312
1604	10.81114785
1605	10.81102897
1606	10.81094244
1607	10.81082601
1608	10.81069189
1609	10.81048754
1610	10.81040042
1611	10.81035052
1612	10.81006237
1613	10.80993719
1614	10.80983848
1615	10.80977218
1616	10.80956545
1617	10.80952035
1618	10.80942054
1619	10.80935006
1620	10.80927665
1621	10.80923383
1622	10.80892335
1623	10.80880893
1624	10.8086819
1625	10.8085915
1626	10.80853964
1627	10.80846165
1628	10.80827948
1629	10.80810234
1630	10.80795473
1631	10.8079115
1632	10.80786797
1633	10.80783763
1634	10.80770845
1635	10.80752424
1636	10.80746113
1637	10.80737046
1638	10.80717852
1639	10.80706712
1640	10.8069416
1641	10.80684685
1642	10.80679085
1643	10.80673327
1644	10.80663236
1645	10.80651086
1646	10.80646938
1647	10.80634609
1648	10.80627592
1649	10.80614381
1650	10.80594534
1651	10.80572394
1652	10.80560618
1653	10.80545357
1654	10.80537258
1655	10.80531848
1656	10.80526727
1657	10.8051272
1658	10.80507244
1659	10.80498235
1660	10.80482474
1661	10.80476777
1662	10.80468651
1663	10.80464885
1664	10.80456171
1665	10.80446784
1666	10.80429527
1667	10.80421264
