iter	RMSE
1668	10.80410341
1669	10.80406387
1670	10.80382666
1671	10.8036931
1672	10.80365033
1673	10.80352889
1674	10.8033671
1675	10.80327759
1676	10.80323052
1677	10.80311958
1678	10.80270782
1679	10.80257712
1680	10.80242234
1681	10.80232743
1682	10.80224915
1683	10.80216553
1684	10.80204433
1685	10.80197159
1686	10.80188228
1687	10.80175779
1688	10.80171673
1689	10.80161425
1690	10.80152313
1691	10.80139481
1692	10.8011504
1693	10.80109031
1694	10.80095486
1695	10.80083813
1696	10.80077408
1697	10.80069155
1698	10.80063209
1699	10.80059827
1700	10.80041463
1701	10.800268
1702	10.80012778
1703	10.79999015
1704	10.79992114
1705	10.79951412
1706	10.79944569
1707	10.7993937
1708	10.79934175
1709	10.79925695
1710	10.79917416
1711	10.79906904
1712	10.79900278
1713	10.79895585
1714	10.79886518
1715	10.7987897
1716	10.79871685
1717	10.79861512
1718	10.7984066
1719	10.7981956
1720	10.79803516
1721	10.79788551
1722	10.79782528
1723	10.79755101
1724	10.79750665
1725	10.79744371
1726	10.79733194
1727	10.79724072
1728	10.79712683
1729	10.79700943
1730	10.79694645
1731	10.79678955
1732	10.79668824
1733	10.79659566
1734	10.79649276
1735	10.79639893
1736	10.79634301
1737	10.79616322
1738	10.79600192
1739	10.79589714
1740	10.79575512
1741	10.79559673
1742	10.79546178
1743	10.79535331
1744	10.79525288
1745	10.79516031
1746	10.79502259
1747	10.79492046
1748	10.7948357
1749	10.79475507
1750	10.794585
1751	10.79454749
1752	10.79449228
1753	10.79435349
1754	10.79421137
1755	10.79411375
1756	10.79406734
1757	10.79402401
1758	10.79392077
1759	10.7938309
1760	10.79375309
1761	10.7936611
1762	10.79347429
1763	10.79340183
1764	10.79331942
1765	10.7932661
1766	10.79319027
1767	10.7931275
1768	10.79306736
1769	10.79289165
1770	10.79284576
1771	10.79273433
1772	10.79269194
1773	10.79257058
1774	10.7924469
1775	10.79235212
1776	10.79230802
1777	10.79222768
1778	10.792078
1779	10.7918653
1780	10.79177217
1781	10.79157678
1782	10.79149878
1783	10.79141341
1784	10.79124454
1785	10.7911954
1786	10.79096263
1787	10.7908518
1788	10.79078216
1789	10.79068951
1790	10.79056414
1791	10.79049456
1792	10.79039248
1793	10.79027662
1794	10.79023528
1795	10.79018611
1796	10.78997717
1797	10.78994229
1798	10.78988655
1799	10.78977193
1800	10.78955712
1801	10.78946269
1802	10.78939567
1803	10.78934048
1804	10.78921142
1805	10.78908733
1806	10.78905305
1807	10.7888829
1808	10.78878214
1809	10.78871137
1810	10.78862342
1811	10.78846544
1812	10.78838613
1813	10.78828094
1814	10.78820379
1815	10.78810193
1816	10.78801179
1817	10.78784903
1818	10.78776244
1819	10.78772334
1820	10.78763798
1821	10.78752542
1822	10.78744085
1823	10.78730998
1824	10.78720778
1825	10.78718908
1826	10.78695826
1827	10.78687339
1828	10.78678517
1829	10.78670881
1830	10.786661
1831	10.78662727
1832	10.78644395
1833	10.78628049
1834	10.78611988
1835	10.78604865
1836	10.78590302
1837	10.78568496
1838	10.78560205
1839	10.78554662
1840	10.78550114
1841	10.78543892
1842	10.78538532
1843	10.78523953
1844	10.78518103
1845	10.78509931
1846	10.78498941
1847	10.7848892
1848	10.7847888
1849	10.78464755
1850	10.78458218
1851	10.78454361
1852	10.78441887
1853	10.78428285
1854	10.78423334
1855	10.78414437
1856	10.7841029
1857	10.78406429
1858	10.78395103
1859	10.78384426
1860	10.78371522
1861	10.78365156
1862	10.78358429
1863	10.78352723
1864	10.78347471
1865	10.78343142
1866	10.78333465
1867	10.78323812
1868	10.78319771
1869	10.78313098
1870	10.78306603
1871	10.78296089
1872	10.78291698
1873	10.78282621
1874	10.7827124
1875	10.78255202
1876	10.78246964
1877	10.78240014
1878	10.78230472
1879	10.78215394
1880	10.78200446
1881	10.78184856
1882	10.78167487
1883	10.78158783
1884	10.78149047
1885	10.78139671
1886	10.78137004
1887	10.78126218
1888	10.7811951
1889	10.78115554
1890	10.78105787
1891	10.78099475
1892	10.78088564
1893	10.78080846
1894	10.78074649
1895	10.78064896
1896	10.78058081
1897	10.78047579
1898	10.7803545
1899	10.7802767
1900	10.7802407
1901	10.78006462
1902	10.78002742
1903	10.77997177
1904	10.77993807
1905	10.77985543
1906	10.77972743
1907	10.77959132
1908	10.77956207
1909	10.77944603
1910	10.77931919
1911	10.77919898
1912	10.77907849
1913	10.77903171
1914	10.77898813
1915	10.77882147
1916	10.77874419
1917	10.77864098
1918	10.7785025
1919	10.77837988
1920	10.77827227
1921	10.77817533
1922	10.77814255
1923	10.77803484
1924	10.77791201
1925	10.7778116
1926	10.77774288
1927	10.77765337
1928	10.77756177
1929	10.7774268
1930	10.77737697
1931	10.77724128
1932	10.77713702
1933	10.77702446
1934	10.7769508
1935	10.7768776
1936	10.7767268
1937	10.77661214
1938	10.77617013
1939	10.77605845
1940	10.77593132
1941	10.77578276
1942	10.77563406
1943	10.7755486
1944	10.77546348
1945	10.77538301
1946	10.77527423
1947	10.77517498
1948	10.77514156
1949	10.77511406
1950	10.77505199
1951	10.77501522
1952	10.77494733
1953	10.77484086
1954	10.77476534
1955	10.77472782
1956	10.77469569
1957	10.77463127
1958	10.77448834
1959	10.77436122
1960	10.77427286
1961	10.77423116
1962	10.77414103
1963	10.77405096
1964	10.77394778
1965	10.77387326
1966	10.77370389
1967	10.77359134
1968	10.7735021
1969	10.77345882
1970	10.77333776
1971	10.77323724
1972	10.77308717
1973	10.77305907
1974	10.77293255
1975	10.77287519
1976	10.77285217
1977	10.77278576
1978	10.77270175
1979	10.77257842
1980	10.77249072
1981	10.7723833
1982	10.7722748
1983	10.77206573
1984	10.77202907
1985	10.77197597
1986	10.7719473
1987	10.77188454
1988	10.77184229
1989	10.7717489
1990	10.77165021
1991	10.77156978
1992	10.77142004
1993	10.77133202
1994	10.77127432
1995	10.77111943
1996	10.77103599
1997	10.77095499
1998	10.7708846
1999	10.77083615
